[INFO]  Mode: Apply Changes
[INFO]  Root: G:\Git\bardos-do-mondego\docs\dm
[INFO]  Blank source: G:\Git\bardos-do-mondego\tools\blank.png
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\acorn_borogrove.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\anel_magico_de_zorg.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\bracers_of_defense.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\capa_da_neblina.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\espada_luz_velada.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\gema_das_cinco_vozes.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\hook_horror_teeth.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\livro_druida.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\loot_sessao1.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\loot_vento_sombrio.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\manto_sombra_viva.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\medalhao_do_sussurro.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\pergaminho_expulsar_mortos_vivos.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\poção_da_esperança.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\poção_resistencia_necrotico.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\relíquia_amaldicoada.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\sala_subterranea_frascos.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\staff_of_flowers.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\thargrin_letter.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\loot\topaz.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\armadura_animada.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\borogrove_twig_blights.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\bullywug_infestados.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\corvo_gigante.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\criatura_das_sombras.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\criatura_de_nevoa.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\darkmantle.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\elemental_de_fogo.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\fungos_parasitas_alienigenas.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\gelatinous_cube.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\ghast.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\ghoul.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\giant_spider.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\guardian_da_caverna.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\hook_horror.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\lobos_infectados.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\mimico.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\monstro_da_lagoa.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\psiquic_ooze.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\rust_monster.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\serpente_gigante.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\shrieker_fungus.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\sombra.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\spectral_wraith.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\stirge.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\unicórnio_lendario.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\urso_infestado.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\violet_fungi.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\wight.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\monsters\yellow_mold.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\npc\aria_greenbottle.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\npc\baltigard.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\npc\bareth_lionmane.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\npc\bartleby_quick.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\npc\berdan_barleybrow.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\npc\borogrove.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\npc\brandon_bane.md  replaced: 1  copied blank: 0
[FIXED] G:\Git\bardos-do-mondego\docs\dm\npc\brand_orvain.md  replaced: 1  copied blank: 0
